2949.0,2030.0,239.0,1140.0,1848.0,8178.0,female
3198.0,3322.0,34.0,1695.0,1249.0,6886.0,female
2346.0,1916.0,61.0,982.0,1907.0,9172.0,female
3755.0,1855.0,602.0,1453.0,2042.0,6677.0,female
3965.0,2428.0,484.0,1371.0,2167.0,5969.0,female
4209.0,1979.0,377.0,1232.0,1813.0,6774.0,female
3794.0,1801.0,739.0,1504.0,2297.0,6249.0,female
3222.0,1761.0,284.0,1801.0,2386.0,6930.0,female
4463.0,1806.0,383.0,1754.0,2106.0,5872.0,female
4691.0,1505.0,538.0,1517.0,2863.0,5270.0,female
2998.0,1997.0,415.0,1368.0,1730.0,7876.0,female
3462.0,1629.0,308.0,1416.0,1951.0,7618.0,female
3878.0,2135.0,231.0,2041.0,2120.0,5979.0,female
3496.0,2428.0,291.0,1353.0,2180.0,6636.0,female
3328.0,1852.0,341.0,1588.0,1971.0,7304.0,female
4068.0,1397.0,972.0,1449.0,2663.0,5835.0,female
3958.0,1684.0,488.0,1657.0,2585.0,6012.0,female
2976.0,2090.0,401.0,1432.0,2139.0,7346.0,female
2949.0,1977.0,365.0,1650.0,2324.0,7119.0,female
4243.0,1878.0,531.0,1368.0,2585.0,5779.0,female
3091.0,1649.0,383.0,1531.0,2401.0,7329.0,female
4024.0,2298.0,213.0,1232.0,1774.0,6843.0,female
3017.0,2128.0,496.0,1286.0,2129.0,7328.0,female
3617.0,2276.0,298.0,1605.0,2348.0,6240.0,female
3263.0,1915.0,506.0,1458.0,1856.0,7386.0,female
3277.0,1798.0,614.0,1231.0,2223.0,7241.0,female
2963.0,2070.0,222.0,1905.0,1675.0,7549.0,female
3632.0,1969.0,363.0,1395.0,2190.0,6835.0,female
3516.0,2115.0,350.0,1703.0,1929.0,6771.0,female
3415.0,2424.0,340.0,1529.0,1878.0,6798.0,female
3557.0,2004.0,243.0,1392.0,2037.0,7151.0,female
3467.0,2107.0,288.0,1429.0,1830.0,7263.0,female
3471.0,2140.0,179.0,1316.0,1897.0,7381.0,female
4282.0,2265.0,277.0,1609.0,1634.0,6317.0,female
3605.0,2435.0,160.0,1595.0,1889.0,6700.0,female
4205.0,2345.0,319.0,1259.0,1816.0,6440.0,female
4554.0,2730.0,233.0,1765.0,1906.0,5196.0,female
2788.0,1668.0,293.0,1869.0,2129.0,7637.0,female
2845.0,1888.0,437.0,1541.0,1713.0,7960.0,female
4223.0,2210.0,265.0,1444.0,1966.0,6276.0,female
3945.0,2108.0,289.0,1409.0,1896.0,6737.0,female
3882.0,2238.0,184.0,1387.0,1991.0,6702.0,female
3675.0,2167.0,136.0,1808.0,2250.0,6348.0,female
2964.0,1962.0,230.0,1876.0,1717.0,7635.0,female
3845.0,2113.0,250.0,1642.0,1770.0,6764.0,female
3655.0,2216.0,170.0,1466.0,1785.0,7092.0,female
3545.0,2266.0,183.0,1263.0,1924.0,7203.0,female
3221.0,2094.0,177.0,1429.0,1841.0,7622.0,female
3216.0,2320.0,214.0,1678.0,1992.0,6964.0,female
3462.0,2162.0,267.0,1645.0,1689.0,7159.0,female
3900.0,1918.0,186.0,1484.0,2087.0,6809.0,female
3513.0,1762.0,163.0,1642.0,2444.0,6860.0,female
3497.0,1957.0,281.0,1650.0,1980.0,7019.0,female
3668.0,2498.0,190.0,1302.0,1544.0,7182.0,female
3195.0,1861.0,234.0,1806.0,2505.0,6783.0,female
3727.0,2217.0,382.0,1645.0,2303.0,6110.0,female
3512.0,1959.0,150.0,1409.0,1955.0,7399.0,female
3228.0,2483.0,152.0,1544.0,2050.0,6927.0,female
3212.0,2104.0,107.0,1849.0,2273.0,6839.0,female
3488.0,2322.0,293.0,1565.0,2129.0,6587.0,female
4033.0,1921.0,226.0,1393.0,2633.0,6178.0,female
3327.0,2355.0,163.0,1483.0,1825.0,7231.0,female
2775.0,1677.0,312.0,1963.0,3124.0,6533.0,female
3491.0,2127.0,137.0,1799.0,2158.0,6672.0,female
3374.0,2131.0,144.0,1612.0,1920.0,7203.0,female
3089.0,1721.0,409.0,1186.0,1958.0,8021.0,female
3041.0,1875.0,95.0,1748.0,2992.0,6633.0,female
2601.0,1958.0,330.0,1356.0,2180.0,7959.0,female
3878.0,2595.0,154.0,1472.0,1612.0,6673.0,female
3539.0,2384.0,182.0,1462.0,1957.0,6860.0,female
3505.0,2249.0,186.0,1659.0,2212.0,6573.0,female
4311.0,2154.0,172.0,1809.0,1666.0,6272.0,female
3729.0,1840.0,192.0,1246.0,1870.0,7507.0,female
3611.0,2593.0,287.0,1465.0,1640.0,6788.0,female
3346.0,2395.0,135.0,1620.0,1877.0,7011.0,female
3434.0,2445.0,148.0,1651.0,2066.0,6640.0,female
3369.0,2350.0,281.0,1192.0,1767.0,7425.0,female
3509.0,2268.0,125.0,1830.0,1794.0,6858.0,female
2473.0,1638.0,417.0,1514.0,1978.0,8364.0,female
3430.0,2013.0,176.0,1353.0,2126.0,7286.0,female
3421.0,2343.0,136.0,1460.0,1953.0,7071.0,female
3170.0,2017.0,166.0,1669.0,2420.0,6942.0,female
2929.0,1674.0,212.0,1461.0,2204.0,7904.0,female
3009.0,2324.0,154.0,1328.0,1997.0,7572.0,female
2784.0,1845.0,163.0,1393.0,2587.0,7612.0,female
3589.0,2411.0,169.0,1303.0,1886.0,7026.0,female
3636.0,2172.0,99.0,1805.0,2174.0,6498.0,female
4180.0,2595.0,136.0,1258.0,1808.0,6407.0,female
3436.0,2069.0,135.0,1545.0,1926.0,7273.0,female
3020.0,2174.0,294.0,1504.0,1890.0,7502.0,female
3522.0,2377.0,171.0,1348.0,1742.0,7224.0,female
2570.0,2110.0,314.0,1187.0,1568.0,8635.0,female
3414.0,3153.0,120.0,1966.0,1494.0,6237.0,female
3314.0,2493.0,176.0,1530.0,1862.0,7009.0,female
2804.0,2118.0,210.0,1749.0,1971.0,7532.0,female
2241.0,1694.0,126.0,1465.0,2525.0,8333.0,female
3238.0,2367.0,145.0,1243.0,2022.0,7369.0,female
3247.0,2137.0,130.0,1593.0,2071.0,7206.0,female
3175.0,1890.0,145.0,1559.0,2198.0,7417.0,female
4970.0,2937.0,192.0,1503.0,1595.0,5187.0,female
3570.0,2045.0,115.0,1786.0,2004.0,6864.0,female
2792.0,1933.0,415.0,2114.0,1891.0,7239.0,female
3911.0,1940.0,297.0,1716.0,2408.0,6112.0,female
3971.0,2141.0,99.0,1665.0,2002.0,6506.0,female
3884.0,2080.0,161.0,1352.0,1928.0,6979.0,female
4147.0,2583.0,182.0,1476.0,1605.0,6391.0,female
3433.0,2377.0,144.0,1242.0,1844.0,7344.0,female
3494.0,2710.0,137.0,1496.0,1455.0,7092.0,female
2970.0,2390.0,119.0,1331.0,1841.0,7733.0,female
2915.0,2120.0,120.0,1801.0,1907.0,7521.0,female
3275.0,2014.0,113.0,1394.0,2667.0,6921.0,female
3441.0,2208.0,138.0,1584.0,1766.0,7247.0,female
2901.0,1314.0,232.0,1818.0,2909.0,7210.0,female
3018.0,1831.0,339.0,2064.0,2200.0,6932.0,female
2883.0,1872.0,66.0,1486.0,2689.0,7388.0,female
4095.0,1836.0,223.0,1751.0,2226.0,6253.0,female
4141.0,3053.0,175.0,1228.0,1639.0,6148.0,female
3420.0,2075.0,172.0,1908.0,2203.0,6606.0,female
2979.0,2119.0,77.0,1623.0,1969.0,7617.0,female
3604.0,2584.0,163.0,1322.0,1914.0,6797.0,female
2430.0,1959.0,168.0,1203.0,1452.0,9172.0,female
3785.0,2148.0,141.0,1395.0,1971.0,6944.0,female
3558.0,2220.0,203.0,1688.0,1921.0,6794.0,female
3398.0,2368.0,114.0,1572.0,1771.0,7161.0,female
3151.0,2198.0,161.0,1548.0,2171.0,7155.0,female
3105.0,1742.0,152.0,1243.0,2634.0,7508.0,female
2912.0,2148.0,71.0,1387.0,2878.0,6988.0,female
3349.0,3137.0,68.0,1699.0,1405.0,6726.0,female
3312.0,2123.0,334.0,1539.0,2049.0,7027.0,female
2720.0,2043.0,134.0,1225.0,1522.0,8740.0,female
4042.0,2736.0,185.0,1518.0,1575.0,6328.0,female
3512.0,1812.0,300.0,1466.0,2370.0,6924.0,female
3988.0,2101.0,130.0,1648.0,1867.0,6650.0,female
3092.0,2331.0,127.0,1507.0,1766.0,7561.0,female
2361.0,1966.0,79.0,1015.0,1619.0,9344.0,female
5051.0,2242.0,80.0,1557.0,1984.0,5470.0,female
2964.0,2076.0,129.0,1571.0,1694.0,7950.0,female
2748.0,2187.0,116.0,1825.0,2204.0,7304.0,female
2529.0,2215.0,117.0,1641.0,1737.0,8145.0,female
2731.0,2476.0,80.0,1616.0,2044.0,7437.0,female
3631.0,2410.0,157.0,1343.0,1706.0,7137.0,female
3087.0,2522.0,125.0,1590.0,1877.0,7183.0,female
3725.0,2267.0,107.0,2113.0,1903.0,6269.0,female
3281.0,2240.0,110.0,1745.0,1964.0,7044.0,female
3514.0,2161.0,221.0,1887.0,1904.0,6697.0,female
2655.0,1997.0,96.0,1890.0,1881.0,7865.0,female
3639.0,2538.0,110.0,1691.0,1624.0,6782.0,female
3420.0,2194.0,117.0,1587.0,1970.0,7096.0,female
2860.0,1982.0,93.0,2002.0,1539.0,7908.0,female
2978.0,2414.0,84.0,1250.0,1769.0,7889.0,female
3126.0,2293.0,173.0,1750.0,1935.0,7107.0,female
3298.0,2707.0,134.0,1351.0,1789.0,7105.0,female
2548.0,1513.0,103.0,1438.0,2103.0,8679.0,female
2548.0,1513.0,103.0,1438.0,2103.0,8679.0,female
3589.0,2420.0,146.0,1743.0,1653.0,6833.0,female
3154.0,2140.0,95.0,1113.0,1942.0,7940.0,female
3871.0,2072.0,120.0,1588.0,1804.0,6929.0,female
3426.0,1791.0,83.0,1389.0,1907.0,7788.0,female
3490.0,2186.0,98.0,1273.0,1804.0,7533.0,female
3066.0,2184.0,185.0,1487.0,1832.0,7630.0,female
2944.0,2131.0,148.0,1819.0,2020.0,7322.0,female
3539.0,2645.0,90.0,1329.0,1651.0,7130.0,female
2585.0,1667.0,131.0,1381.0,1976.0,8644.0,female
2694.0,1847.0,314.0,1643.0,1788.0,8098.0,female
2124.0,1294.0,121.0,1300.0,1841.0,9704.0,female
2974.0,2144.0,111.0,1297.0,2277.0,7581.0,female
2781.0,2071.0,94.0,1361.0,1926.0,8151.0,female
3255.0,2675.0,291.0,1284.0,1401.0,7478.0,female
2600.0,1898.0,211.0,1613.0,1971.0,8091.0,female
4069.0,2340.0,63.0,2147.0,1797.0,5968.0,female
3200.0,2039.0,110.0,1730.0,1928.0,7377.0,female
3187.0,2209.0,211.0,1641.0,1847.0,7289.0,female
2702.0,1745.0,105.0,1738.0,2608.0,7486.0,female
3399.0,2196.0,269.0,1166.0,2121.0,7233.0,female
3465.0,2529.0,68.0,1482.0,1717.0,7123.0,female
3220.0,2399.0,61.0,1397.0,1513.0,7794.0,female
3030.0,2272.0,61.0,1704.0,1959.0,7358.0,female
3280.0,2086.0,99.0,1447.0,1995.0,7477.0,female
3165.0,2787.0,133.0,1402.0,1551.0,7346.0,female
2885.0,2978.0,103.0,1627.0,1752.0,7039.0,female
3445.0,1933.0,94.0,1484.0,2094.0,7334.0,female
3233.0,2658.0,107.0,1524.0,1810.0,7052.0,female
2940.0,2236.0,74.0,1801.0,1888.0,7445.0,female
2883.0,2347.0,95.0,1510.0,1818.0,7731.0,female
2790.0,1884.0,69.0,1612.0,2087.0,7942.0,female
2659.0,1556.0,110.0,1193.0,2397.0,8469.0,female
3484.0,2335.0,182.0,1288.0,1933.0,7162.0,female
3592.0,2485.0,105.0,1767.0,1840.0,6595.0,female
2674.0,1832.0,118.0,1487.0,2062.0,8211.0,female
3161.0,2515.0,56.0,1567.0,1582.0,7503.0,female
4469.0,2330.0,96.0,1465.0,1442.0,6582.0,female
2078.0,1659.0,70.0,1785.0,2253.0,8539.0,female
2664.0,2017.0,51.0,1122.0,2235.0,8295.0,female
2546.0,2048.0,79.0,1453.0,2280.0,7978.0,female
3830.0,2491.0,84.0,1789.0,1861.0,6329.0,female
3732.0,2217.0,88.0,1670.0,1956.0,6721.0,female
2808.0,2258.0,162.0,1657.0,1998.0,7501.0,female
2726.0,2645.0,88.0,1829.0,1581.0,7515.0,female
3438.0,2075.0,91.0,1527.0,1909.0,7344.0,female
2890.0,1799.0,155.0,1342.0,2390.0,7808.0,female
3828.0,2443.0,102.0,2164.0,1805.0,6042.0,female
2924.0,2176.0,90.0,1450.0,1688.0,8056.0,female
3346.0,1901.0,47.0,1993.0,1691.0,7406.0,female
3021.0,2251.0,46.0,1583.0,1678.0,7805.0,female
3495.0,1986.0,91.0,1381.0,1630.0,7801.0,female
3266.0,2468.0,181.0,1491.0,2059.0,6919.0,female
3705.0,2091.0,75.0,1692.0,1802.0,7019.0,female
4171.0,2084.0,91.0,2039.0,2058.0,5941.0,female
3226.0,2425.0,73.0,1561.0,2103.0,6996.0,female
3657.0,2489.0,102.0,1724.0,1777.0,6635.0,female
2954.0,2022.0,105.0,1620.0,1734.0,7949.0,female
2804.0,2901.0,148.0,1616.0,1592.0,7323.0,female
2926.0,2588.0,120.0,1532.0,1725.0,7493.0,female
2417.0,2257.0,47.0,1198.0,2241.0,8224.0,female
2805.0,1807.0,56.0,975.0,2073.0,8668.0,female
3388.0,2591.0,61.0,1996.0,1622.0,6726.0,female
4270.0,1972.0,80.0,1477.0,2279.0,6306.0,female
2626.0,1687.0,98.0,1382.0,2186.0,8405.0,female
1989.0,2247.0,89.0,1742.0,1962.0,8355.0,female
3703.0,2576.0,39.0,1445.0,2040.0,6581.0,female
3215.0,2400.0,97.0,1816.0,1551.0,7305.0,female
3079.0,2405.0,90.0,1310.0,1723.0,7777.0,female
2972.0,1970.0,55.0,1708.0,1951.0,7728.0,female
3094.0,2239.0,52.0,1805.0,1715.0,7479.0,female
3974.0,2487.0,59.0,1766.0,1824.0,6274.0,female
2689.0,2976.0,41.0,1514.0,1725.0,7439.0,female
2614.0,2168.0,153.0,1343.0,2022.0,8084.0,female
3266.0,2883.0,70.0,1961.0,1966.0,6238.0,female
3115.0,2527.0,63.0,1638.0,1538.0,7503.0,female
3756.0,2839.0,42.0,1849.0,1848.0,6050.0,female
3669.0,2645.0,71.0,1802.0,1949.0,6248.0,female
2909.0,2161.0,55.0,1462.0,2474.0,7323.0,female
3488.0,2208.0,49.0,1986.0,1612.0,7041.0,female
2786.0,1918.0,57.0,1750.0,1745.0,8128.0,female
3575.0,2600.0,55.0,1741.0,1864.0,6549.0,female
4356.0,2740.0,82.0,1389.0,1368.0,6449.0,female
2393.0,1778.0,63.0,1282.0,2090.0,8778.0,female
3109.0,2909.0,68.0,1671.0,1607.0,7020.0,female
3160.0,2106.0,76.0,1450.0,1613.0,7979.0,female
3016.0,2231.0,101.0,1646.0,1652.0,7738.0,female
2303.0,2279.0,83.0,1356.0,1280.0,9083.0,female
2504.0,2045.0,154.0,2050.0,2001.0,7630.0,female
3391.0,2517.0,53.0,1616.0,1955.0,6852.0,female
3370.0,2508.0,105.0,1111.0,1908.0,7382.0,female
3879.0,2470.0,64.0,1436.0,1983.0,6552.0,female
2847.0,2287.0,87.0,1744.0,1818.0,7601.0,female
2631.0,2162.0,79.0,1566.0,1686.0,8260.0,female
3088.0,1806.0,103.0,1604.0,1641.0,8142.0,female
2544.0,2123.0,114.0,1619.0,2162.0,7822.0,female
2192.0,2145.0,104.0,1003.0,1412.0,9528.0,female
2249.0,1688.0,37.0,1408.0,2200.0,8802.0,female
2649.0,1587.0,72.0,1938.0,2224.0,7914.0,female
2997.0,1504.0,63.0,1389.0,2771.0,7660.0,female
2416.0,2434.0,119.0,2084.0,1605.0,7726.0,female
3291.0,2501.0,28.0,1332.0,1797.0,7435.0,female
3897.0,2228.0,58.0,1655.0,1763.0,6783.0,female
3516.0,2634.0,59.0,1628.0,1807.0,6740.0,female
2943.0,2721.0,53.0,1587.0,2093.0,6987.0,female
2750.0,2086.0,58.0,1868.0,1708.0,7914.0,female
3297.0,2794.0,28.0,1607.0,1729.0,6929.0,female
4332.0,3514.0,78.0,1418.0,1241.0,5801.0,female
3455.0,2541.0,53.0,1779.0,1785.0,6771.0,female
